Unnamed: 0,book_id,cover_image_uri,book_title,book_details,format,publication_info,authorlink,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution
604,6539,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389834053i/6539.jpg,The Body Farm,"The Body Farm - a research institute that tests the decomposition of corpses. Black Mountain, North Carolina: a sleepy little town where the local police deal with one homicide a year, if they're unlucky, and where people are still getting used to the idea of locking their doors at night. But violent death is no respecter of venue, and the discovery of the corpse of an 11-year-old girl sends shock waves through the community. Dr Kay Scarpetta, Chief medical Examiner on a similar case in Virginia, is called in to apply her forensic skills to this latest atrocity, but the apparent simplicity of the case proves something of a poisoned chalice - until Scarpetta finds enlightenment through the curious pathologists' playground known as the Body Farm.From Author’s Website","['351 pages, Paperback']","['First published September 1, 1994']",https://www.goodreads.com/author/show/1025097.Patricia_Cornwell,Patricia Cornwell,['351'],"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']",75527,1571,4.07,"{'5': '26,686', '4': '30,701', '3': '15,279', '2': '2,314', '1': '547'}"
605,6541,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327632787i/6541.jpg,Cause of Death,"It is New Year's Eve, the last day of Virginia's bloodiest year since the Civil War. Dr. Kay Scarpetta plunges into the murky depths of a ship graveyard to recover the very human remains of Ted Eddings, an investigative reporter. What kind of story was Eddings chasing below the icy surface of the Elizabeth River? And why did Scarpetta receive a phone call from someone reporting the death before the police were notified? She soon discovers that Eddings' murder is merely the first layer of something much deeper --- a labyrinthine conspiracy that will put all of her criminal and forensic knowledge to the test like never before. For Scarpetts, the real challenge won't be cataloging the growing number of dead bodies, but preventing herself and those she loves from becoming the next victims.","['356 pages, Paperback']","['First published August 1, 1996']",https://www.goodreads.com/author/show/1025097.Patricia_Cornwell,Patricia Cornwell,['356'],"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']",51501,1097,3.95,"{'5': '15,905', '4': '20,110', '3': '12,778', '2': '2,234', '1': '474'}"
606,6551,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924221i/6551.jpg,Herzog,"This is the story of Moses Herzog, a great sufferer, joker, mourner, and charmer. Although his life steadily disintegrates around him - he has failed as a writer and teacher, as a father, and has lost the affection of his wife to his best friend - Herzog sees himself as a survivor, both of his private disasters and those of the age. He writes unsent letters to friends and enemies, colleagues and famous people, revealing his wry perception of the world around him, and the innermost secrets of his heart.","['371 pages, Paperback']","['First published January 1, 1964']",https://www.goodreads.com/author/show/4391.Saul_Bellow,Saul Bellow,['371'],"['Fiction', 'Classics', 'Literature', 'Novels', 'American', '20th Century', 'Nobel Prize']",21588,1445,3.76,"{'5': '5,934', '4': '7,757', '3': '5,388', '2': '1,809', '1': '700'}"
607,6554,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392092511i/6554.jpg,Darkness,"Villejeune, Florida. A secluded little town at the edge of a vast, eerie swamp. Far from prying eyes. Far from the laws of civilization. Here folks live by their own rules -- dark rites of altars and infants, candles and blood.Years ago the Andersons left town with a dream. Now they are back. To live out a nightmare. Something has been waiting for them. Something unspeakably evil. It feeds on the young and the innocent. And soon it will draw their teenage daughter into its unholy embrace....From the Paperback edition.","['373 pages, Paperback']","['First published January 1, 1991']",https://www.goodreads.com/author/show/4387.John_Saul,John Saul,['373'],"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Supernatural', 'Suspense', 'Fantasy']",21221,230,3.95,"{'5': '7,243', '4': '7,221', '3': '5,507', '2': '951', '1': '299'}"
608,6572,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925349i/6572.jpg,Suffer the Children,"Alternate cover edition for this ISBN can be found here.One hundred years ago in Port Arbello a pretty little girl began to scream. And struggle. And die. No one heard. No one saw. Just one man whose guilty heart burst in pain as he dashed himself to death in the sea. Now something peculiar is happening in Port Arbello. The children are disappearing, one by one. An evil history is repeating itself. And one strange, terrified child has ended her silence with a scream that began a hundred years ago.","['378 pages, Mass Market Paperback']","['First published January 1, 1977']",https://www.goodreads.com/author/show/4387.John_Saul,John Saul,['378'],"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Supernatural', 'Adult']",30746,561,3.92,"{'5': '10,739', '4': '9,945', '3': '7,605', '2': '1,783', '1': '674'}"
609,6588,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388328154i/6588.jpg,The Big Bad Wolf,"Alex Cross battles the most ruthless and powerful killer he has ever encountered - a predator known only as ""the Wolf. ""Alex Cross's first case since joining the FBI has his new colleagues stymied. Across the country, men and women are being kidnapped in broad daylight and then disappearing completely. These people are not being taken for ransom, Alex realizes. They are being bought and sold. And it looks as if a shadowy figure called the Wolf - a master criminal who has brought a new reign of terror to organize crime - is behind this business in which ordinary men and women are sold as slaves. Even as he admires the FBI's vast resources, Alex grows impatient with the Bureau's clumsiness and caution when it is time to move. A lone wolf himself, he has to go out on his own in order to track the Wolf and try to rescue some of the victims while they are still alive. As the case boils over, Alex is in hot water at home too. His ex-fiancee, Christine Johnson, comes back into his life - and not for the reasons Alex might have hoped.","['400 pages, Paperback']","['First published October 13, 2003']",https://www.goodreads.com/author/show/3780.James_Patterson,James Patterson,['400'],"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective']",57565,1459,4.03,"{'5': '19,697', '4': '22,802', '3': '12,480', '2': '2,095', '1': '491'}"
610,6596,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630664059i/6596.jpg,The Four Agreements,"In The Four Agreements, don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, the Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. The Four Agreements are: Be Impeccable With Your Word, Don't Take Anything Personally, Don't Make Assumptions, Always Do Your Best.","['152 pages, Hardcover']","['First published January 1, 1997']",https://www.goodreads.com/author/show/4402.Miguel_Ruiz,Miguel Ruiz,['152'],"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational']",404328,22017,4.19,"{'5': '201,491', '4': '114,173', '3': '60,284', '2': '19,410', '1': '8,970'}"
611,6613,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348815314i/6613.jpg,Four Blondes,"Now in paperback comes the sexy, funny, and page-turning bestseller from the author of ""Sex and the City. 4 Blondes"" brings together the stories of four modern women to render a vivid portrait of New York at the millennium.","['256 pages, Paperback']","['First published January 1, 2000']",https://www.goodreads.com/author/show/4415.Candace_Bushnell,Candace Bushnell,['256'],"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'New York', 'Adult Fiction', 'Short Stories']",25792,1033,2.85,"{'5': '3,027', '4': '4,459', '3': '7,988', '2': '6,170', '1': '4,148'}"
612,6614,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390589010i/6614.jpg,Lipstick Jungle,"In a way, Candace Bushnell's Lipstick Jungle picks up where her career-defining book Sex and the City left off, in the money-soaked, power-hungry, beauty-obsessed jungle that is New York City. This time around, the ladies are a bit older, a lot richer, but not particularly wiser nor more endearing than Bushnell's earlier heroines.  Lipstick Jungle weaves the stories of Nico O'Neilly, Wendy Healy, and Victory Ford, numbers 8, 12, and 17 on The New York Post's list of ""New York's 50 Most Powerful Women."" But this is 21st Century New York, and to get ahead and stay ahead, these women will do anything, including jeopardizing their personal and professional relationships. Take for example Nico, editor-in-chief of Bonfire magazine, who betrays her boss to rise to the top of the entire magazine division at media mega-giant Splatch-Verner. As president of Paradour Pictures, Wendy may be poised to win an Oscar for her 10-year labor-of-love, Ragged Pilgrims, but her marriage is in shambles and her children care more about a $50,000 pony than their mother. And for single, 43-year-old fashion designer Victory, pleasing tough critics may be more important than ever finding the real relationship she's convinced herself she doesn't need. This racy tale of women behaving badly manages to shrewdly flip the tables to show us how gender roles are essentially interchangeable, given the right circumstances. Whether that was Bushnell's intent when crafting this wicked tale is another story. --Gisele Toueg   Q: Were Victory, Wendy, and Nico inspired by any real-life women? A: The characters and situations in Lipstick Jungle were inspired by the real-life women I know and admire in New York City. As with Sex and the City, I spent a lot of time thinking about where women were today, and what I noticed was that there was a fascinating group of women in their forties who were leading non-traditional lives. They were highly successful and motivated, they often had children, and usually were the providers for their families, and yet, they didn't fit the old stereotype of the witchy businesswoman. Indeed, so many of these women were the girls next door, the girls who reminded me of my best friends when I was a kid and we used to fantasize about the great things we were going to do in life. Like the women in Sex and the City, the Lipstick Jungle women are charting new lives for themselves, redefining what it means to be a woman when you really are as powerful, or more powerful, than a man. Of course, you probably want specifics, so I will say that there was a moment when it all clicked. Tina Brown used to write a terrific column in the Washington Post, and one of the things she was always mentioning was how there was a group of powerful women who were meeting and lunching at Michael's restaurant. They'd been working for over twenty years, their children were now in their early teens and didn't need them every minute, and now, in their forties or early fifties, they had time to strive for new career goals and to spend more time with their girlfriends. I thought, ""Aha--that's the Lipstick Jungle.""  Q: What kind of research did you do to cover fashion, film, and publishing in one book? A: To research fashion, film and publishing, I did what I always do--I talked to my girlfriends! Of course, it helps that I've worked in magazine publishing and have had my share of experience with Hollywood. I'm also lucky enough to have a couple of girlfriends who are top designers, who offered to help me out with the specific details. I still remember the afternoon when one of my girlfriends and I sat down to talk--she was over eight months pregnant, and I was worried that we were going to have to run to the hospital!","['496 pages, Paperback']","['First published January 1, 2005']",https://www.goodreads.com/author/show/4415.Candace_Bushnell,Candace Bushnell,['496'],"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'New York', 'Adult', 'Adult Fiction']",41577,1045,3.43,"{'5': '8,387', '4': '11,324', '3': '13,802', '2': '5,735', '1': '2,329'}"
613,6628,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432412758i/6628.jpg,The Big Over Easy,"It's Easter in Reading—a bad time for eggs—and no one can remember the last sunny day. Ovoid D-class nursery celebrity Humpty Stuyvesant Van Dumpty III, minor baronet, ex-convict, and former millionaire philanthropist, is found shattered to death beneath a wall in a shabby area of town. All the evidence points to his ex-wife, who has conveniently shot herself. But Detective Inspector Jack Spratt and his assistant Mary Mary remain unconvinced, a sentiment not shared with their superiors at the Reading Police Department, who are still smarting over their failure to convict the Three Pigs of murdering Mr. Wolff. Before long Jack and Mary find themselves grappling with a sinister plot involving cross-border money laundering, bullion smuggling, problems with beanstalks, titans seeking asylum, and the cut and thrust world of international chiropody. And on top of all that, the JellyMan is coming to town . . .","['383 pages, Paperback']","['First published January 1, 2005']",https://www.goodreads.com/author/show/4432.Jasper_Fforde,Jasper Fforde,['383'],"['Fantasy', 'Mystery', 'Fiction', 'Humor', 'Crime', 'Comedy', 'Science Fiction Fantasy']",33560,2497,3.94,"{'5': '10,327', '4': '13,631', '3': '7,464', '2': '1,576', '1': '562'}"
614,6644,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426757350i/6644.jpg,Le Divorce,"This delightful comedy of manners and morals, money, marriage, and murder follows smart, sexy, and impeccably dressed American Isabel Walker as she lands in Paris to visit her stepsister Roxy, a poet whose marriage to an aristocratic French painter has assured her a coveted place in Parisian society...until her husband leaves her for the wife of an American lawyer.  Could ""le divorce"" be far behind?  Can irrepressible Isabel keep her perspective (and her love life) intact as cultures and human passions collide?  ""Social comedy at its best"" (Los Angeles Times Book Review), Le Divorce is Diane Johnson at her most scintillating and sublime.","['320 pages, Paperback']","['First published April 30, 1996']",https://www.goodreads.com/author/show/2665.Diane_Johnson,Diane Johnson,['320'],"['Fiction', 'Chick Lit', 'France', 'Romance', 'Contemporary', 'Novels', 'Humor']",4821,419,2.95,"{'5': '370', '4': '1,061', '3': '1,805', '2': '1,146', '1': '439'}"
615,6656,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657540227i/6656.jpg,The Divine Comedy,"This Everyman’s Library edition–containing in one volume all three cantos, Inferno, Purgatorio, and Paradiso–includes an introduction by Nobel Prize—winning poet Eugenio Montale, a chronology, notes, and a bibliography. Also included are forty-two drawings selected from Botticelli’s marvelous late-fifteenth-century series of illustrations.Translated in this edition by Allen Mandelbaum, The Divine Comedy begins in a shadowed forest on Good Friday in the year 1300. It proceeds on a journey that, in its intense recreation of the depths and the heights of human experience, has become the key with which Western civilization has sought to unlock the mystery of its own identity. Mandelbaum’s astonishingly Dantean translation, which captures so much of the life of the original, renders whole for us the masterpiece of that genius whom our greatest poets have recognized as a central model for all poets.","['798 pages, Hardcover']","['First published January 1, 1320']",https://www.goodreads.com/author/show/5031312.Dante_Alighieri,Dante Alighieri,['798'],"['Classics', 'Poetry', 'Fiction', 'Literature', 'Philosophy', 'Religion', 'Fantasy']",153535,6228,4.08,"{'5': '63,515', '4': '50,912', '3': '28,937', '2': '7,565', '1': '2,606'}"
616,6667,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1165604288i/6667.jpg,Boy: Tales of Childhood,"In Boy, Roald Dahl recounts his days as a child growing up in England. From his years as a prankster at boarding school to his envious position as a chocolate tester for Cadbury's, Roald Dahl's boyhood was as full of excitement and the unexpected as are his world-famous, best-selling books. Packed with anecdotes—some funny, some painful, all interesting—this is a book that's sure to please.","['176 pages, Paperback']","['First published January 1, 1984']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['176'],"['Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Classics', 'Biography Memoir']",68916,3546,4.07,"{'5': '26,373', '4': '26,281', '3': '12,314', '2': '2,689', '1': '1,259'}"
617,6668,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327936655i/6668.jpg,The Enormous Crocodile,"The Enormous Crocodile is incredibly hungry-and incredibly greedy. His favorite meal is a plump, juicy little child, and he intends to gobble up as many of them as he can! But when the other animals in the jungle join together to put an end to his nasty schemes, the Enormous Crocodile learns a lesson he won't soon forget. Dahl's wicked humor is as delightful as ever in this new, larger edition of a hilarious favorite.  Illustrated by Quentin Blake.","['32 pages, Paperback']","['First published January 1, 1978']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['32'],"['Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Middle Grade', 'Classics']",21596,1085,3.78,"{'5': '5,990', '4': '7,034', '3': '6,738', '2': '1,518', '1': '316'}"
618,6670,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434928966i/6670.jpg,The Magic Finger,"What happens when the hunter becomes the hunted?To the Gregg family, hunting is just plain fun. To the girl who lives next door, it's just plain horrible. She tries to be polite. She tries to talk them out of it, but the Greggs only laugh at her. Then one day the Greggs go too far, and the little girl turns her Magic Finger on them. When she's very, very angry, the little girl's Magic Finger takes over. She really can’t control it, and now it's turned the Greggs into birds! Before they know it, the Greggs are living in a nest, and that's just the beginning of their problems…","['67 pages, Paperback']","['First published January 1, 1966']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['67'],"['Childrens', 'Fantasy', 'Fiction', 'Middle Grade', 'Classics', 'Young Adult', 'Humor']",40787,2525,3.7,"{'5': '10,281', '4': '12,767', '3': '13,726', '2': '3,304', '1': '709'}"
619,6671,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673487545i/6671.jpg,The Wonderful Story of Henry Sugar and Six More,"Seven stories of fantasy and fun by the fantastic Roald Dahl.Henry Sugar is a man with an amazing talent: he can see with his eyes closed. But will he use his power for good or personal gain? Find out in ""The Wonderful Story of Henry Sugar,"" one of seven short stories in this extraordinary collection.A clever mix of fact and fiction, this volume also includes the tale of a boy who can understand animals, the magical true story of Mildenhall treasure, and Roald Dahl's own account of how he became a writer (with a wealth of tips for aspiring authors).Included in this volume:- The Boy Who Talked With Animals - in which a stranded sea turtle and a small boy have more in common than meets the eye.- The Hitchhiker - proves that in a pinch a professional pickpocket can be the perfect pal.- The Mildenhall Treasure - a true tale of fortune found and an opportunity lost.- The Swan - a fantastic story about youthful misdeeds.- The Wonderful Story of Henry Sugar - in which a modern-day Robin Hood brings joy to the hearts of orphans - and fear to the souls of casino owners around the world.- Lucky Break: How I Became a Writer - an account in Dahl's own words on how he came to be.- A Piece of Cake: First Story - 1942 - Dahl's first story, which tells of how he was shot down over the Libyan Desert.","['232 pages, Hardcover']","['First published September 12, 1977']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['232'],"['Short Stories', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Classics', 'Middle Grade']",23692,1557,4.13,"{'5': '9,487', '4': '8,831', '3': '4,447', '2': '766', '1': '161'}"
620,6678,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391620175i/6678.jpg,Going Solo,"From the bestselling author of Charlie and the Chocolate Factory and The BFG comes an autobiographical account of his exploits as a World War II pilot!'Going Solo' tells of how, when he grew up, Roald Dahl left England for Africa and a series of daring and dangerous adventures began. From tales of plane crashes to surviving snake bites, read all about Roald Dahl's life before becoming the world's number-one storyteller.This book is full of exciting and strange things—some funny, some frightening, all true.Here is the action-packed sequel to 'Boy' (1984), a tale of Dahl's exploits as a World War II pilot. Told with the same irresistible appeal that has made Roald Dahl one the world's best-loved writers, Going Solo brings you directly into the action and into the mind of this fascinating man.
Roald Dahl
 was a spy, ace fighter-pilot, chocolate historian, and medical inventor. He was also the author of Charlie and the Chocolate Factory, Matilda, The BFG and many more brilliant stories. He remains the World's No. 1 Storyteller.","['209 pages, Paperback']","['First published January 1, 1986']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['209'],"['Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Biography Memoir', 'History']",30382,1917,4.05,"{'5': '11,625', '4': '11,269', '3': '5,587', '2': '1,306', '1': '595'}"
621,6687,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309211607i/6687.jpg,Charlie and the Great Glass Elevator,"Last seen flying through the sky in a giant elevator in Charlie and the Chocolate Factory, Charlie Bucket's back for another adventure. When the giant elevator picks up speed, Charlie, Willy Wonka, and the gang are sent hurtling through space and time. Visiting the world’' first space hotel, battling the dreaded Vermicious Knids, and saving the world are only a few stops along this remarkable, intergalactic joyride.","['159 pages, Paperback']","['First published January 1, 1972']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['159'],"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']",111963,3946,3.68,"{'5': '28,884', '4': '34,417', '3': '35,271', '2': '10,635', '1': '2,756'}"
622,6689,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320412586i/6689.jpg,James and the Giant Peach,"James Henry Trotter lives with two ghastly hags. Aunt Sponge is enormously fat with a face that looks boiled and Aunt Spiker is bony and screeching. He's very lonely until one day something peculiar happens. . . At the end of the garden a peach starts to grow and GROW AND GROW. Inside that peach are seven very unusual insects - all waiting to take James on a magical adventure. But where will they go in their GIANT PEACH, and what will happen to the horrible aunts if they stand in their way? There's only one way to find out . . .","['176 pages, Hardcover']","['First published November 1, 1961']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['176'],"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure']",475496,9029,4.03,"{'5': '183,034', '4': '162,875', '3': '99,188', '2': '21,722', '1': '8,677'}"
623,6690,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437500743i/6690.jpg,Danny the Champion of the World,"Danny’s life seems perfect: his home is a gypsy caravan, he’s the youngest car mechanic around, and his best friend is his dad, who never runs out of wonderful stories to tell. And when Danny discovers his father’s secret, he’s off on the adventure of a lifetime. Here’s Roald Dahl’s famous story about a 9-year-old boy, his dad, and a daring and hilarious pheasant-snatching expedition. Just as important, it’s the story of the love between a boy and his father who, in Danny’s own words, is “the most marvelous and exciting father a boy ever had.”","['205 pages, Hardcover']","['First published January 1, 1975']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['205'],"['Childrens', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Fantasy', 'Adventure']",67791,3305,4.09,"{'5': '27,726', '4': '23,117', '3': '13,341', '2': '2,780', '1': '827'}"
624,6691,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1287479412i/6691.jpg,My Uncle Oswald,"Uncle Oswald is, if you remember, the greatest rogue, bounder, connoisseur, bon vivant and fornicator of all time. Here, many famous names are mentioned and there is obviously a grave risk that families and friends are going to take offence... Uncle Oswald discovers the electrifying properties of the Sudanese Blister Beetle and the gorgeous Yasmin Howcomely, a girl absolutely soaked in sex, and sets about seducing all the great men of the time for his own wicked, irreverent reasons.","['204 pages, Paperback']","['First published October 1, 1979']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['204'],"['Fiction', 'Humor', 'Short Stories', 'Comedy', 'Classics', 'Novels', 'Erotica']",12361,1081,3.84,"{'5': '3,719', '4': '4,532', '3': '2,875', '2': '900', '1': '335'}"
625,6693,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390097292i/6693.jpg,Fantastic Mr. Fox,"Fantastic Mr. Fox is on the run! The three meanest farmers around are out to get him. Fat Boggis, squat Bunce, and skinny Bean have joined forces, and they have Mr. Fox and his family surrounded. What they don’t know is that they’re not dealing with just any fox–Mr. Fox would never surrender. But only the most fantastic plan ever can save him now.","['96 pages, Hardcover']","['First published September 12, 1970']",https://www.goodreads.com/author/show/4273.Roald_Dahl,Roald Dahl,['96'],"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Animals', 'Young Adult']",134618,6189,4.07,"{'5': '53,133', '4': '46,779', '3': '27,763', '2': '5,496', '1': '1,447'}"
626,6697,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428535264i/6697.jpg,Little Altars Everywhere,"Little Altars Everywhere is a national best-seller, a companion to Rebecca Wells' celebrated novel Divine Secrets of the Ya-Ya Sisterhood. Originally published in 1992, Little Altars introduces Sidda, Vivi, the rest of the spirited Walker clan, and the indomitable Ya-Yas.Told in alternating voices of Vivi and her husband, Big Shep, along with Sidda, her siblings Little Shep, Lulu, Baylor, and Cheney and Willetta — the black couple who impact the Walkers' lives in ways they never fully comprehend — Little Altars embraces nearly thirty years of life on the plantation in Thorton, Louisiana, where the cloying air of the bayou and a web of family secrets at once shelter, trap and define an utterly original community of souls.Who can resist such cadences of Sidda Walker and her flamboyant, secretive mother, ViVi? Here the young Sidda — a precocious reader and an eloquent observer of the fault lines that divide her family — leads us on a mischievous adventures at Our Lady of Divine Compassion parochial school and beyond. A Catholic girl of pristine manners, devotion, and provocative ideas, Sidda is the very essence of childhood joy and sorrow.In a series of luminous reminiscences, we also hear Little Shep's stories of his eccentric grandmother, Lulu's matter-of-fact account of her shoplifting skills, and Baylor's memories of Vivi and her friends, the Ya-Yas.Beneath the humor and tight-knit bonds of family and friendship lie the undercurrents of alcoholism, abuse, and violence. The overlapping recollections of how the Walkers' charming life uncoils to convey their heart-breaking confusion are oat once unsettling and familiar. Wells creates an unforgettable portrait of the eccentric cast of characters and exposes their poignant and funny attempts to keep reality at arm's length. Through our laughter we feel their inevitable pain, with a glimmer of hope for forgiveness and healing.An arresting combination of colloquialism, poetry, and grace, Little Altars Everywhere is an insightful, piercing and unflinching evocation of childhood, a loving tribute to the transformative power of faith, and a thoroughly fresh chronicle of a family that is as haunted as it is blessed.","['288 pages, Paperback']","['First published January 1, 1992']",https://www.goodreads.com/author/show/3489.Rebecca_Wells,Rebecca Wells,['288'],"['Fiction', 'Chick Lit', 'Southern', 'Contemporary', 'Adult Fiction', 'Historical Fiction', 'Coming Of Age']",30246,1097,3.58,"{'5': '5,837', '4': '10,134', '3': '10,741', '2': '2,942', '1': '592'}"
627,6708,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689947880i/6708.jpg,The Power of Now: A Guide to Spiritual Enlightenment,"Alternate cover edition of ISBN 9781577314806.To make the journey into the Now we will need to leave our analytical mind and its false created self, the ego, behind. From the very first page of Eckhart Tolle's extraordinary book, we move rapidly into a significantly higher altitude where we breathe a lighter air. We become connected to the indestructible essence of our Being, “The eternal, ever present One Life beyond the myriad forms of life that are subject to birth and death.” Although the journey is challenging, Eckhart Tolle uses simple language and an easy question-and-answer format to guide us.A word-of-mouth phenomenon since its first publication, The Power of Now is one of those rare books with the power to create an experience in readers, one that can radically change their lives for the better.","['229 pages, Paperback']","['First published January 1, 1997']",https://www.goodreads.com/author/show/4493.Eckhart_Tolle,Eckhart Tolle,['229'],"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook']",369717,16098,4.15,"{'5': '182,672', '4': '101,979', '3': '54,627', '2': '19,171', '1': '11,268'}"
628,6709,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388178295i/6709.jpg,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises From The Power of Now","Eckhart Tolle is rapidly emerging as one of the world's most inspiring spiritual teachers, sharing the enlightenment he himself experienced after a startling personal transformation. His views go beyond any particular religion, doctrine, or guru. This book extracts the essence from his teachings in The Power of Now, showing us how to free ourselves from ""enslavement to the mind."" The aim is to be able to enter into and sustain an awakened state of consciousness throughout everyday life. Through meditations and simple techniques, Eckhart shows us how to quiet our thoughts, see the world in the present moment, and find a path to ""a life of grace, ease, and lightness.""","['142 pages, Hardcover']","['Published September 1, 2001']",https://www.goodreads.com/author/show/4493.Eckhart_Tolle,Eckhart Tolle,['142'],"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook']",47407,1125,4.25,"{'5': '24,929', '4': '13,153', '3': '6,563', '2': '1,828', '1': '934'}"
629,6748,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438206388i/6748.jpg,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,"In this exuberantly praised book — a collection of seven pieces on subjects ranging from television to tennis, from the Illinois State Fair to the films of David Lynch, from postmodern literary theory to the supposed fun of traveling aboard a Caribbean luxury cruiseliner — David Foster Wallace brings to nonfiction the same curiosity, hilarity, and exhilarating verbal facility that has delighted readers of his fiction, including the bestselling Infinite Jest.","['353 pages, Paperback']","['First published February 12, 1997']",https://www.goodreads.com/author/show/4339.David_Foster_Wallace,David Foster Wallace,['353'],"['Nonfiction', 'Essays', 'Humor', 'Short Stories', 'Memoir', 'Philosophy', 'American']",40323,3160,4.22,"{'5': '18,215', '4': '15,273', '3': '5,024', '2': '1,227', '1': '584'}"
